"ResourceAgencyNum","ParentAgency","PublicName","AlternateName","ParentAgencyNum","MailingAddress1","MailingAddress2","MailingCity","MailingStateProvince","MailingPostalCode","MailingCountry","PhysicalAddress1","PhysicalAddress2","PhysicalCity","PhysicalCounty","PhysicalStateProvince","PhysicalPostalCode","PhysicalCountry","Latitude","Longitude","Phone1Number","Phone2Number","Phone3Number","Phone4Number","Phone5Number","PhoneFax","PhoneTTY","EmailAddressMain","WebsiteAddress","AgencyStatus","AgencyDescription","SearchHints","EnteredOn","UpdatedOn","Coverage","Categories"
54223738,"Okanagan Pride Society (OPS)","Okanagan Pride Society (OPS)",,0,"PO Box 20132, RPO Towne Centre",,"Kelowna","BC","V1Y 9H2","Canada","n/a",,"Kelowna",,"BC",,"Canada",49.88,-119.49,,,,,,,,"info@okanaganpride.com","www.okanaganpride.com","Active","Volunteer-run organization that celebrates diversity through events and programs, educates and advocates for the LGBT2Q+ community, and fosters partnerships and builds alliances to advance equality and acceptance of the LGBT2Q+ community. Serves Kelowna and the Okanagan. Nonprofit agency, registered charity.","54223738",1/15/2018 11:40:00,2/14/2018 13:59:00,"BC - Kelowna; BC - Armstrong; BC - Coldstream; BC - Enderby; BC - Lake Country; BC - Lumby; BC - Oliver; BC - Osoyoos; BC - Peachland; BC - Penticton; BC - Spillimacheen; BC - Summerland; BC - Vernon; BC - West Kelowna;","ADVOCACY * sexual orientation; EDUCATION (public awareness) * sexual orientation; FESTIVALS/PUBLIC EVENTS * sexual orientation; ADVOCACY * gender identity; EDUCATION (public awareness) * gender identity; FESTIVALS/PUBLIC EVENTS * gender identity;"
41801219,"Okanagan Regional Library","Okanagan Regional Library",,0,"1430 KLO Road",,"Kelowna","BC","V1W 3P6","Canada","1430 KLO Road",,"Kelowna",,"BC","V1W 3P6","Canada",49.86,-119.46,"250-860-4033",,,,,"250-861-8696",,,"www.orl.bc.ca","Active","Provides administrative, library collections, information technology, and delivery services to public libraries in the Okanagan, Similkameen, and Shuswap regions.","41801219",9/29/2016 11:38:00,2/13/2018 16:29:00,"BC - Kelowna;","ADMINISTRATION * libraries;"
49922292,"Okanagan Regional Library","Okanagan Regional Library Kelowna","Kelowna Public Library",41801219,"1380 Ellis Street",,"Kelowna","BC","V1Y 2A2","Canada","1380 Ellis Street",,"Kelowna",,"BC","V1Y 2A2","Canada",49.88,-119.49,"250-762-2800",,,,,,,,"www.orl.bc.ca/hours-locations/kelowna","Active","Provides public access to books and other materials, free computer and internet access, and programs for infants, children, teens, and adults. Offers in-depth reference and information, in person and via telephone or email. Hours are 10 am to 8 pm Monday to Thursday, 10 am to 5:30 pm Fridays, and 10 am to 5 pm Saturdays. Also open 11 am to 4 pm Sundays October through March.","Okanagan Regional Library District 49922292",6/19/2017 11:12:00,6/19/2017 11:18:00,"BC - Kelowna;","COMPUTING; INTERNET; LIBRARIES;"
49922323,"Okanagan Regional Library","Okanagan Regional Library Mission",,41801219,"Capital New Centre","4105 Gordon Drive","Kelowna","BC","V1W 4Z1","Canada","Capital New Centre","4105 Gordon Drive","Kelowna",,"BC","V1W 4Z1","Canada",49.83,-119.47,"250-764-2254",,,,,,,,"www.orl.bc.ca/hours-locations/mission","Active","Provides public access to books and other materials, free computer and internet access, and programs for infants, children, teens, and adults. Offers in-depth reference and information, in person and via telephone or email. Hours are 10 am to 5 pm Mondays, Wednesdays, Fridays, and Saturdays, and 10 am to 8 pm Tuesdays and Thursdays.","Okanagan Regional Library District 49922323",6/19/2017 11:33:00,6/19/2017 11:40:00,"BC - Kelowna;","COMPUTING; INTERNET; LIBRARIES;"
49922609,"Okanagan Regional Library","Okanagan Regional Library Rutland","Rutland Public Library",41801219,"Plaza 33 Mall","20-301 Highway 33 West","Kelowna","BC","V1X 1X8","Canada","Plaza 33 Mall","20-301 Highway 33 West","Kelowna",,"BC","V1X 1X8","Canada",49.88,-119.39,"250-765-8165",,,,,,,,"www.orl.bc.ca/hours-locations/rutland","Active","Provides public access to books and other materials, free computer and internet access, and programs for infants, children, teens, and adults. Offers in-depth reference and information, in person and via telephone or email. Hours are 10 am to 5 pm Mondays, Thursdays, Fridays, and Saturdays, and 10 am to 8 pm Tuesdays and Wednesdays.","Okanagan Regional Library District 49922609",6/19/2017 16:02:00,6/19/2017 16:19:00,"BC - Rutland; BC - Kelowna;","COMPUTING; INTERNET; LIBRARIES;"
49950545,"Okanagan Regional Library","Okanagan Regional Library Westbank","Westbank Public Library",41801219,"Westridge Mall","31-2484 Main Street","West Kelowna","BC","V4T 2G2","Canada","Westridge Mall","31-2484 Main Street","Westbank",,"BC","V4T 2G2","Canada",49.82,-119.63,"250-768-4369",,,,,,,,"www.orl.bc.ca/hours-locations/westbank","Active","Provides public access to books and other materials, free computer and internet access, and programs for infants, children, teens, and adults. Offers in-depth reference and information, in person and via telephone or email. Hours are 10 am to 5 pm Mondays and Saturdays, 10 am to 6 pm Tuesdays, Thursdays, and Fridays, and 10 am to 8 pm Wednesdays.","Okanagan Regional Library District 49950545",6/20/2017 10:02:00,2/13/2018 16:31:00,"BC - West Kelowna;","COMPUTING; INTERNET; LIBRARIES;"
53429787,"Okanagan Suicide Awareness Society","Okanagan Suicide Awareness Society",,0,"3010 Allegro Mews",,"Kelowna","BC","V1V 2K3","Canada",,,"Kelowna",,"BC","V1V 2K3","Canada",49.96,-119.40,"250-300-7990",,,,,,,"info@suicideawareness.ca","suicideawareness.ca","Active","Offers suicide awareness, education, prevention, and survivor support. Website hosts a short suicide awareness video, facilitator material, and a downloadable suicide prevention handbook. Facilitates a free monthly drop-in <strong>Bereavement Support Group</strong> for those who have lost a loved one to suicide. Call for dates and times.","53429787",11/23/2017 12:03:00,4/25/2018 13:09:00,"BC - Kelowna;","EDUCATION (public awareness) * suicide; SUPPORT GROUPS * grief * suicide * Significant Others;"
9491052,"Okanagan Valley Pregnancy Care Centre","Okanagan Valley Pregnancy Care Centre",,0,"201-2622 Pandosy Street",,"Kelowna","BC","V1Y 1V6","Canada","201-2622 Pandosy Street",,"Kelowna",,"BC","V1Y 1V6","Canada",49.86,-119.49,"250-763-2112",,,,,,,"info@ovpcc.com","www.ovpcc.com","Active","Pro-life pregnancy care centre offers a variety of services. Trained peer counsellors provide emotional and practical support, including information about options relating to an unplanned pregnancy (adoption, parenting, and abortion). Services include pregnancy testing, peer counselling, education about pregnancy, maternity items, baby clothes, referral to community services, and ongoing birth mother friendship and support. Also offers a post-abortion recovery support program, and peer counselling for miscarriage, infertility, and post-partum depression. Offers education on sexual integrity. Abortion referrals are not offered. All services are free and confidential. Hours are 10 am to 4 pm Monday to Thursday, with extended hours by appointment.","9491052",4/28/2009 0:00:00,4/5/2017 12:17:00,"BC - Kelowna - ;","COUNSELLING (peer/lay) * pregnancy * pro-life; INFORMATION AND REFERRAL * pregnancy * pro-life; COUNSELLING (peer/lay) * abortion * pro-life; INFORMATION AND REFERRAL * abortion * pro-life;"
9508788,"Options for Sexual Health (Opt)","Kelowna Opt Clinic",,9488001,"102-285 Aurora Crescent",,"Kelowna","BC","V1X 7N6","Canada","102-285 Aurora Crescent",,"Kelowna",,"BC","V1X 7N6","Canada",49.89,-119.39,"1-800-739-7367",,,,,"250-491-1969",,,"www.optionsforsexualhealth.org","Active","Provides confidential and non-judgmental sexual and reproductive health services for all genders, orientations, and ages; services are youth-friendly, pro-choice, and sex-positive. Services include contraception (education, prescriptions, and provision), pregnancy (testing, options counselling, diagnosis, provision of or referral for pre-conception care), sexually transmitted infections (testing, treatment, client follow-up and partner notification, and hepatitis B immunization), and general medical/gynecology (pelvic and breast examinations, cervical cytology screening). Fees are charged for people without BC Medical Services Plan coverage. Hours are 6 pm to 9 pm Mondays and Thursdays by appointment.","Options for Sexual Health (Opt) 9508788",1/13/2006 0:00:00,7/4/2017 9:42:00,"BC - Kelowna - ;","ASSESSMENT * pregnancy * Women; COUNSELLING * abortion * pro-choice; COUNSELLING * pregnancy * pro-choice; EDUCATION (public awareness) * family planning; HEALTH CARE (medical) * reproductive health; HEALTH CARE (medical) * sexually transmitted infections; INFORMATION AND REFERRAL * family planning; INFORMATION AND REFERRAL * reproductive health;"
9491518,"Options for Sexual Health (Opt)","West Kelowna Opt Clinic",,9488001,"West Kelowna Health Centre","160-2300 Carrington Road","West Kelowna","BC","V4T 2N6","Canada","West Kelowna Health Centre","160-2300 Carrington Road","West Kelowna",,"BC","V4T 2N6","Canada",49.83,-119.62,"1-800-739-7367",,,,,"250-768-9813",,,"www.optionsforsexualhealth.org","Active","Provides confidential and non-judgmental sexual and reproductive health services for all genders, orientations, and ages; services are youth-friendly, pro-choice, and sex-positive. Services include contraception (education, prescriptions, and provision), pregnancy (testing, options counselling, diagnosis, provision of or referral for pre-conception care), sexually transmitted infections (testing, treatment, client follow-up and partner notification, and hepatitis B immunization), and general medical/gynecology (pelvic and breast examinations, cervical cytology screening). Fees are charged for people without BC Medical Services Plan coverage. Hours are 6 pm to 8 pm Tuesdays by appointment.","Options for Sexual Health (Opt) 9491518",12/8/2010 0:00:00,8/2/2017 13:11:00,"BC - West Kelowna - ;","ASSESSMENT * pregnancy * Women; COUNSELLING * abortion * pro-choice; COUNSELLING * pregnancy * pro-choice; EDUCATION (public awareness) * family planning; HEALTH CARE (medical) * reproductive health; HEALTH CARE (medical) * sexually transmitted infections; INFORMATION AND REFERRAL * family planning; INFORMATION AND REFERRAL * reproductive health;"
56789175,"Pacific Autism Family Network (PAFN)","Kelowna Spoke",,48464046,"200-2000 Spall Road",,"Kelowna","BC","V1Y 9P6","Canada","200-2000 Spall Road",,"Kelowna",,"BC","V1Y 9P6","Canada",49.87,-119.45,"250-469-0014 Local 2201",,,,,,,"nikki@pacificautismfamily.com",,"Active","Provides information and support to individuals of all ages living with autism and their families; also provides information for service providers. Offers education on all life stages, including information on assessment, diagnosis, life transitions, and employment. Also offers a lending library. Centre is fitted with technology to stream workshops and training sessions from the main hub in Richmond. Offered in partnership with Autism Okanagan. Operates Tuesday to Friday; hours vary.","Pacific Autism Family Netwok (PAFN) 56789175",6/13/2018 12:32:00,6/26/2018 15:12:00,"BC - Kelowna;","EDUCATION (public awareness) * autism; LIBRARIES * autism;"
49225557,"Parenting After Separation - Kelowna","Parenting After Separation - Kelowna",,0,"Okanagan Clinical Counselling Services","206-1634 Harvey Avenue","Kelowna","BC","V1Y 6G2","Canada","Okanagan Clinical Counselling Services","206-1634 Harvey Avenue","Kelowna",,"BC","V1Y 6G2","Canada",49.88,-119.46,"250-718-9291",,,,,,,"info@okclinical.com","okclinical.com","Active","A free, three-hour workshop providing education and information to separating parents about the impact of separation on children, child support guidelines, and the options available (legal and otherwise) to them. Focuses on how children and parents experience separation, and provides participants with tools to support them in making decisions in their children's best interests. Sessions held in Kelowna, but serves clients from the whole Okanagan region; also available online at <a href=http://www.familieschange.ca/>www.FamiliesChange.ca</a>. Service provided by Okanagan Clinical Counselling Services; funded by Ministry of Attorney General.","49225557",6/2/2017 13:28:00,3/6/2018 15:23:00,"BC - Kelowna; BC - West Kelowna; BC - Lake Country; BC - Vernon; BC - Peachland; BC - Summerland; BC - Penticton; BC - Kaleden; BC - Oliver; BC - Osoyoos;","TRAINING * divorce/separation * parenting * Parents;"
48517722,"Park Place Seniors Living","Park Place Seniors Living",,0,"1656 West 75th Avenue",,"Vancouver","BC","V6P 6G2","Canada","1656 West 75th Avenue",,"Vancouver",,"BC","V6P 6G2","Canada",49.20,-123.14,"604-266-1436",,,,,,,,"www.parkplaceseniorsliving.com/","Active","Offers housing for seniors with varying levels of care options including assisted living, complex care, and independent living. Both subsidized and private pay suites are available. Residences located in Burnaby, Campbell River, Coquitlam, Duncan, Fort Langley, Kamloops, Kelowna, Ladysmith, Maple Ridge, Nanaimo, Nelson, Salmon Arm, Squamish, and Surrey.","48517722",5/12/2017 10:33:00,5/31/2017 14:48:00,"BC - Burnaby; BC - Campbell River; BC - Coquitlam; BC - Duncan; BC - Fort Langley; BC - Kamloops; BC - Kelowna; BC - Ladysmith; BC - Maple Ridge; BC - Nanaimo; BC - Nelson; BC - Salmon Arm; BC - Squamish; BC - Surrey; BC - Vancouver;","HOUSING * Seniors;"
48517810,"Park Place Seniors Living","Spring Valley Care Centre",,48517722,"355 Terai Court",,"Kelowna","BC","V1X 5X6","Canada","355 Terai Court",,"Kelowna",,"BC","V1X 5X6","Canada",49.88,-119.41,"250-979-6000","250-980-1400",,,,,,"springvalley@parkplaceseniorsliving.com","www.parkplaceseniorsliving.com/spring-valley","Active","Residential care facility for seniors with complex health care needs who require 24-hour care due to physical disability or mental or behavioural conditions such as dementia. Services include nursing and personal care, medication administration, meals, laundry service, and social and recreational activities. Referral required from a Home Health office following a health care needs assessment; do not contact the facility directly. Monthly rate is up to 80 percent of client's after-tax income. Funded by Interior Health.","Park Place Seniors Living 48517810",5/12/2017 12:23:00,5/31/2017 14:33:00,"BC - Kelowna;","RESIDENTIAL CARE * health conditions * Seniors; RESIDENTIAL CARE * disability * Seniors;"
52921093,"Parkinson Senior Society","Parkinson Senior Society",,0,"1700 Parkinson Way",,"Kelowna","BC","V1Y 4P9","Canada","1700 Parkinson Way",,"Kelowna",,"BC","V1Y 4P9","Canada",49.88,-119.45,"250-762-4108",,,,,,,"parkinsonseniorsociety@shaw.ca","www.parkinsonseniors.com","Active","Nonprofit organization that operates the <strong>Parkinson Activity Centre</strong>. It offers people age 50 and over a variety of recreational and educational programs. Services include fitness and wellness programs, arts/craft activities, computer classes, and a travel club. There is an annual $15 membership fee as well as a drop-in fee for each group activity. Wheelchair ramps, automatic front doors and elevator offer accessibility for physical disabilities. The centre runs from 8:00 am to 3:00 pm Monday to Friday and from 9 am to 4 pm on Saturday. Office hours are 8 am to 3 pm Monday to Friday.","52921093",10/27/2017 16:04:00,5/31/2018 9:14:00,"BC - Kelowna;","COMMUNITY CENTRES * Seniors; RECREATION * Seniors; RECREATION; COMMUNITY CENTRES;"
42874806,"Passport Canada","Passport Canada Kelowna",,9490528,"Capri Centre","110-1835 Gordon Drive","Kelowna","BC","V1Y 3H4","Canada","Capri Centre","110-1835 Gordon Drive","Kelowna",,"BC",,"Canada",49.88,-119.49,"1-800-567-6868","1-866-255-7655","819-997-8338",,,,,,"www.cic.gc.ca/english/passport/index.asp","Active","Provides standard in-person (10 working days) and express (4-9 working days) passport services. Service is delivered in English and French. Hours are 8 am to 5 pm Monday to Friday.","Passport Canada 42874806",11/16/2016 11:10:00,12/13/2016 13:45:00,"BC - Kelowna;","PASSPORTS;"
49951603,"Pathways Abilities Society","Pathways Abilities Society",,0,"123 Franklyn Road",,"Kelowna","BC","V1X 6A9","Canada","123 Franklyn Road",,"Kelowna",,"BC","V1X 6A9","Canada",49.88,-119.40,"250-763-4837",,,,,,,"ed@pathwayskelowna.ca","www.pathwayskelowna.ca","Active","Provides opportunities for individuals with developmental disabilities to develop skills and abilities that promote self-esteem and independence through recreation, leisure, volunteerism, employment, and skill development. Services are for people with diverse abilities who live in Kelowna, Lake Country, and West Kelowna. Program hours are 8:30 am to 3:30 pm Monday to Friday; office hours are 8 am to 4 pm Monday to Friday. Nonprofit organization; registered charity. Referral by and funded in part by Community Living BC (CLBC).","49951603",6/20/2017 16:23:00,6/21/2017 9:58:00,"BC - Kelowna; BC - West Kelowna; BC - Lake Country;","TRAINING * disability (intellectual) * life skills; COMMUNITY LIVING SUPPORT * disability (intellectual);"
9505547,"Pathways Addiction Resource Centre","DEW Programs",,9490120,"1-996 Main Street",,"Penticton","BC","V2A 5E4","Canada","1-996 Main Street",,"Penticton",,"BC","V2A 5E4","Canada",49.46,-119.57,"250-492-0400",,,,,"250-492-4058",,"info@pathwaysaddictions.ca","www.pathwaysaddictions.ca","Active","Offers a non-residential, intensive group program for women 19 years and over who have experienced issues with substance use and addiction. Services include screening and assessment, group counselling, and referral. Program runs from 9 am to 1 pm Monday to Friday, for 20 days. Child care and transportation subsidies are available. Open referral. No fees for service. Offered in Penticton and Kelowna. Office hours are 8:30 am to 12 noon and 1 pm to 4:30 pm Monday to Friday.","Pathways Addiction Resource Centre 9505547",1/1/1900 0:00:00,12/21/2015 10:07:00,"BC - Kelowna - ; BC - Penticton - ;","DAY PROGRAMS * addiction (alcohol and drug) * Women;"
55094786,"People in Motion - Kelowna","People in Motion - Kelowna",,0,"23-1720 Ethel Street",,"Kelowna","BC","V1Y 2Y7","Canada","23-1720 Ethel Street",,"Kelowna",,"BC","V1Y 2Y7","Canada",49.88,-119.48,"250-861-3302",,,,,,,"info@pimbc.ca","www.pimbc.ca","Active","Provides supports to allow people with disabilities and seniors with special needs to engage in healthy active living activities and relationship development. Facilitates access to adaptive recreational sports that include downhill and cross country skiing, snowshoeing, wheelchair basketball, power wheelchair soccer, and wheelchair curling. The <strong>Equipment Loans Cupboard</strong> provides access to adaptive equipment, including all-terrain wheelchairs, trail riders, and pediatric pro-cycles. The <strong>Transportation Program </strong>offers a wheelchair-accessible van available for loan, and chartered tours for people who require lift equipped transportation services in order to go sightseeing. Also maintains a comprehensive online <strong>Accessibility Guide</strong> to accessible resources in the Central Okanagan. Membership fee is $10 per year. Serves the Okanagan Valley. Office hours vary; call to schedule an appointment. Nonprofit society, registered charity.","55094786",3/7/2018 16:05:00,3/20/2018 14:36:00,"BC - Kelowna; BC - Armstrong; BC - Coldstream; BC - Okanagan Centre; BC - Enderby; BC - Lake Country; BC - Lumby; BC - Oliver; BC - Osoyoos; BC - Peachland; BC - Penticton; BC - Summerland; BC - Vernon; BC - West Kelowna;","RECREATION * disability (physical); RECREATION * disability (physical) * Seniors; SPORTS * disability (physical); EQUIPMENT * disability (physical) * sports; EQUIPMENT * disability (physical) * recreation; TRANSPORTATION * disability (physical); TRANSPORTATION * disability (physical) * Seniors; DIRECTORIES * disability (physical);"
9487494,"PFLAG BC Chapter (Parents, Families and Friends of Lesbian, Gay, Bisexual and Transgender People)","PFLAG BC Chapter (Parents, Families and Friends of Lesbian, Gay, Bisexual and Transgender People)",,0,,,,"BC",,"Canada","n/a",,"Vancouver",,"BC",,"Canada",49.28,-123.12,"1-888-530-6777",,,,,"1-888-959-4128",,"inquiries@pflagcanada.ca","www.pflagcanada.ca","Active","Volunteers provide information, referrals, and peer support to family members and friends of LGBTQ people. Also offers monthly support network meetings; call or email for local meeting details.<br /><br /><u>Abbotsford</u>: 604-354-4631; abbotsfordbc@pflag.ca<br /><u>Campbell River</u>: crpflag@hotmail.com<br /><u>Kamloops</u>: 250-851-9385; kamloopsbc@pflagcanada.ca<br /><u>Kelowna</u>: 250-317-2902; kelownabc@pflagcanada.ca<br /><u>Penticton</u>: 250-493-5530; pentictonbc@pflagcanada.ca<br /><u>Prince George</u>: 250-640-1874; prgeorgebc@pflagcanada.ca<br /><u>Victoria</u>: 250-385-9462; victoriabc@pflagcanada.ca·<br />","9487494",2/18/1991 0:00:00,4/6/2017 15:39:00,"BC; BC - Abbotsford; BC - Campbell River; BC - Kamloops; BC - Kelowna; BC - Penticton; BC - Prince George; BC - Victoria;","INFORMATION AND REFERRAL * sexual orientation; INFORMATION AND REFERRAL * gender identity; COUNSELLING (peer/lay) * gender identity; COUNSELLING (peer/lay) * sexual orientation; INFORMATION AND REFERRAL * gender identity * Significant Others; INFORMATION AND REFERRAL * sexual orientation * Significant Others;"
9504199,"Phoenix Centre","Detox Program","Residential Detoxification Program",9489649,"922 3rd Avenue",,"Kamloops","BC","V2C 6W5","Canada","922 3rd Avenue",,"Kamloops",,"BC","V2C 6W5","Canada",50.66,-120.33,"250-374-4634","1-877-318-1177",,,,"250-374-4621",,,,"Active","Provides a medically safe residential program for clients detoxing from drugs and alcohol, including methadone; clients must be 15 years of age and older. Services include assessment, withdrawal management, crisis intervention counselling, education, and referrals to other programs. Average length of stay is five days. Operates 24 hours a day, seven days a week and is staffed by physicians, nurses, and detox workers. Serves the BC, with a priority to individuals from Interior Health (including Thompson, Cariboo, Shuswap, Okanagan, Kootenay Boundary, and East Kootenay regions).","Kamloops Society for Alcohol and Drug Services 9504199",1/1/1900 0:00:00,6/28/2018 9:15:00,"BC - Kamloops - ; BC - 100 Mile House - ; BC - 150 Mile House - ; BC - Quesnel - ; BC - Williams Lake - ; BC - Clinton - ; BC - Ashcroft - ; BC - Kelowna - ; BC - Penticton - ; BC - Naramata - ; BC - Summerland - ; BC - Osoyoos - ; BC - Vernon - ; BC - Salmon Arm - ; BC;","DETOXIFICATION (residential) * addiction (alcohol and drug); DETOXIFICATION (residential) * addiction (alcohol and drug) * Youth;"
48463853,"Project Literacy Kelowna Society","Project Literacy Kelowna Society",,0,"1635 Bertram Street",,"Kelowna","BC","V1Y 2G5","Canada","1635 Bertram Street",,"Kelowna",,"BC","V1Y 2G5","Canada",49.88,-119.48,"250-762-2163",,,,,"250-762-0764",,"admin@projectliteracykelowna.org","www.projectliteracykelowna.org","Active","Offers free tutoring support for adults seeking to improve their language and math skills in order to achieve their full potential at home, at work, and in the community. Learners receive support from trained volunteers in reading, writing, math, specialized topic areas, as well as digital and financial literacy. Tutoring for immigrants and refugees includes English as an additional language, language proficiency testing, citizenship preparation, and GED and specific grade preparation. Tutoring in employment related areas includes skills upgrading for employment enhancement, job application terminology, trades math entrance exams, apprenticeship training materials, and preparation for post-secondary courses. Office hours are 9 am to 5 pm Mondays, Tuesdays, and Thursdays; 9 am to 7 pm Wednesdays; and 9 am to 12 noon Fridays. Funded in part by Central and South Okanagan/Similkameenn.","48463853",5/8/2017 12:51:00,7/21/2017 11:22:00,"BC - Kelowna;","TUTORING * literacy; TUTORING * literacy * Immigrants/Ethnocultural Groups; TUTORING * literacy * Refugees; TUTORING * employment search assistance;"
9498062,"RCMP - Kelowna","Central Okanagan RCMP Victim Services",,9489171,"1190 Richter Street",,"Kelowna","BC","V1Y 2K7","Canada","1190 Richter Street",,"Kelowna",,"BC","V1Y 2K7","Canada",49.89,-119.48,"250-470-6242",,,,,"250-470-6348",,"victimservices@rcmp-grc-gc.ca",,"Active","Aims to lessen the impact of crime and trauma on victims, witnesses, and their friends and family. Services include emotional support, practical assistance, court support and accompaniment, and information about the criminal justice system. Also provides 24-hour crisis intervention support when called by the RCMP. Serves the entire Regional District of Central Okanagan, including Kelowna, Lake Country, Oyama, Peachland, Westbank First Nations, and West Kelowna. Office hours are 8 am to 6 pm Monday to Friday; on call at other times at the discretion of the police. Funded by Ministry of Attorney General and Central Okanagan Regional District.","RCMP - Kelowna 9498062",1/1/1900 0:00:00,6/13/2018 15:32:00,"BC - Kelowna - ; BC - Peachland - ; BC - Oyama - ; BC - West Kelowna - ;","VICTIM SERVICES (police-based) * crime * Victims; ACCOMPANIMENT * courts * crime * Victims; FORM COMPLETION ASSISTANCE * crime * Victims; INFORMATION AND REFERRAL * crime * Victims;"
9489171,"RCMP - Kelowna","RCMP - Kelowna",,0,"1190 Richter Street",,"Kelowna","BC","V1Y 2K7","Canada","1190 Richter Street",,"Kelowna",,"BC","V1Y 2K7","Canada",49.89,-119.48,"250-762-3300","911",,,,"250-470-6348",,,,"Active","Office is open to the public 8 am to 5:30 pm Monday to Friday. After-hours calls are handled via the operational communication centre (OCC) based in Kelowna.","9489171",1/1/1900 0:00:00,6/13/2018 15:31:00,"BC - Kelowna - ;","POLICE SERVICES; POLICE SERVICES * emergency; INTERVENTION * OUTREACH * emergency * suicide; INTERVENTION * OUTREACH * disability (mental health) * emergency; POLICE SERVICES * emergency * suicide; POLICE SERVICES * disability (mental health) * emergency;"
9489317,"RCMP - West Kelowna","RCMP - West Kelowna",,0,"2390 Dobbin Road",,"West Kelowna","BC","V4T 2H9","Canada","2390 Dobbin Road",,"West Kelowna",,"BC","V4T 2H9","Canada",49.82,-119.62,"250-768-2880","911",,,,"250-768-0286",,,,"Active","<p> Administration hours are 7:30 am to 4:30 pm Monday to Friday; after-hours calls are handled via the operational communication centre based in Kelowna.</p>","9489317",1/1/1900 0:00:00,5/21/2015 11:12:00,"BC - West Kelowna - ;","POLICE SERVICES; POLICE SERVICES * emergency; INTERVENTION * OUTREACH * emergency * suicide; INTERVENTION * OUTREACH * disability (mental health) * emergency; POLICE SERVICES * emergency * suicide; POLICE SERVICES * disability (mental health) * emergency;"
48482386,"Reach Out Youth Counselling and Family Services","Reach Out Youth Counselling and Family Services",,0,"1868 Ambrosi Road",,"Kelowna","BC","V1Y 4R9","Canada","1868 Ambrosi Road",,"Kelowna",,"BC","V1Y 4R9","Canada",49.88,-119.44,"250-763-7892",,,,,,,"reachout@shaw.ca","reachoutyouthcounselling.com","Active","Provides clinical counselling for youth ages 13 to 25, parents, and families on a subsidized fee scale. Also provides individual counselling for the general community when available. Other services include advocacy and support, outreach services for school and community, and computer access and a resource library. Additional subsidies may be available for eligible clients. Open referral. Also offers counselling for parents of youth and couples counselling on a sliding scale basis. <strong>REACH Program</strong> provides one-to-one support for youth ages 16 to 25 who require help with education, housing, employment, or navigating government programs and services; families may access this program as well. Strengths-based programming, <strong>Great 2B Me</strong>, helps youth 16 to 25 develop their skills and strengths. Offers work experience for clients in partnership with Mennonite Central Committee (MCC) Thrift Shop. Second office located at 2424 Apollo Road; appointments required. Main office hours are 9:30 am to 5 pm Monday to Thursday; appointments required. Funded in part by United Way Central and South Okanagan/Similkameen. Registered charity.","48482386",5/9/2017 8:27:00,5/10/2017 11:19:00,"BC - Kelowna;","COUNSELLING; COUNSELLING * Parents; COUNSELLING * Youth; COMPUTING; CASE MANAGEMENT * Youth;"
47333085,"Regional District of Central Okanagan","Animal Control",,47279527,"1450 KLO Road",,"Kelowna","BC","V1W 3Z4","Canada","1450 KLO Road",,"Kelowna",,"BC","V1W 3Z4","Canada",49.86,-119.46,"250-469-6284","250-979-0925",,,,,,"info-dogcontrol@cord.bc.ca","www.regionaldistrict.com/your-services/corporate-services/dog-control.aspx","Active","Administers and enforces regulations of Animal Control Bylaw. Issues include barking and noisy dogs, loose and unleashed dogs, impounded dogs, vicious or dangerous dogs, and deceased animals on city roads. Dog licenses may be obtained at City Hall. City pound (890 Weddell Place) hours are 9 am to 1 pm and 2 pm to 5 pm Monday to Sunday; contact BCSPCA Kelowna Branch (250-861-7722) if the dog has been transferred there. See more info about <a href=http://www.regionaldistrict.com/your-services/corporate-services/dog-control/report-lost-found-dog.aspx>reporting lost/found dogs</a>.<br />·","47333085",4/7/2017 13:54:00,4/7/2017 14:42:00,"BC - Kelowna; BC - West Kelowna; BC - Lake Country; BC - Peachland;","REGULATION * animals (pets); SEARCH/RESCUE * Animals (pets); SEARCH/RESCUE * injury * Animals (pets); CERTIFICATION AND LICENSING * Animals (pets); HOUSING (temporary) * Animals (pets);"
47279527,"Regional District of Central Okanagan","Regional District of Central Okanagan",,0,"1450 KLO Road",,"Kelowna","BC","V1W 3Z4","Canada","1450 KLO Road",,"Kelowna",,"BC","V1W 3Z4","Canada",49.86,-119.46,"250-763-4918",,,,,"250-763-0606",,"info@cord.bc.ca","www.regionaldistrict.com","Active","Provides regional water systems, waste management, emergency, air quality, library, regional parks, and recreation services. Also administers the local functions of unincorporated areas. Serves Kelowna, Lake Country, Peachland, and West Kelowna. Office hours are 8 am to 4 pm Monday to Friday.","47279527",4/3/2017 10:30:00,7/24/2017 10:23:00,"BC - Kelowna; BC - West Kelowna; BC - Peachland; BC - Lake Country;","ELECTED REPRESENTATIVES * government (regional); GOVERNMENT (regional); ARTS AND CULTURE; COMMUNITY DEVELOPMENT; EDUCATION (public awareness) * disasters * emergency; INTERVENTION * disasters * emergency; REPAIRS/MAINTENANCE * government (regional); CERTIFICATION AND LICENSING * Animals (pets); REGULATION * noise; REGULATION * parking;"
